drug1_id,drug2_id,drug1_name,drug2_name,interaction_type
DB00333,DB00985,Methadone,Dimenhydrinate,risk or severity of adverse effects
DB00333,DB01018,Methadone,Guanfacine,risk or severity of adverse effects
DB00333,DB01080,Methadone,Vigabatrin,risk or severity of adverse effects
DB00333,DB01106,Methadone,Levocabastine,risk or severity of adverse effects
DB00333,DB01176,Methadone,Cyclizine,risk or severity of adverse effects
DB00333,DB01202,Methadone,Levetiracetam,risk or severity of adverse effects
DB00333,DB01219,Methadone,Dantrolene,risk or severity of adverse effects
DB00333,DB01501,Methadone,Difenoxin,risk or severity of adverse effects
DB00333,DB04908,Methadone,Flibanserin,risk or severity of adverse effects
DB00333,DB05246,Methadone,Methsuximide,risk or severity of adverse effects
DB00333,DB06153,Methadone,Pizotifen,risk or severity of adverse effects
DB00333,DB06282,Methadone,Levocetirizine,risk or severity of adverse effects
DB00333,DB08872,Methadone,Gabapentin Enacarbil,risk or severity of adverse effects
DB00333,DB08910,Methadone,Pomalidomide,risk or severity of adverse effects
DB00333,DB09071,Methadone,Tasimelteon,risk or severity of adverse effects
DB00333,DB00391,Methadone,Sulpiride,risk or severity of adverse effects
DB00333,DB00508,Methadone,Triflupromazine,risk or severity of adverse effects
DB00333,DB00527,Methadone,Cinchocaine,risk or severity of adverse effects
DB00333,DB00599,Methadone,Thiopental,risk or severity of adverse effects
DB00333,DB00633,Methadone,Dexmedetomidine,risk or severity of adverse effects
DB00333,DB00645,Methadone,Dyclonine,risk or severity of adverse effects
DB00333,DB00647,Methadone,Dextropropoxyphene,risk or severity of adverse effects
DB00333,DB00750,Methadone,Prilocaine,risk or severity of adverse effects
DB00333,DB00801,Methadone,Halazepam,risk or severity of adverse effects
DB00333,DB00807,Methadone,Proparacaine,risk or severity of adverse effects
DB00333,DB00849,Methadone,Methylphenobarbital,risk or severity of adverse effects
DB00333,DB00892,Methadone,Oxybuprocaine,risk or severity of adverse effects
DB00333,DB00961,Methadone,Mepivacaine,risk or severity of adverse effects
DB00333,DB01002,Methadone,Levobupivacaine,risk or severity of adverse effects
DB00333,DB01065,Methadone,Melatonin,risk or severity of adverse effects
DB00333,DB01086,Methadone,Benzocaine,risk or severity of adverse effects
DB00333,DB01154,Methadone,Thiamylal,risk or severity of adverse effects
DB00333,DB01161,Methadone,Chloroprocaine,risk or severity of adverse effects
DB00333,DB01178,Methadone,Chlormezanone,risk or severity of adverse effects
DB00333,DB01209,Methadone,Dezocine,risk or severity of adverse effects
DB00333,DB01227,Methadone,Levomethadyl Acetate,risk or severity of adverse effects
DB00333,DB01239,Methadone,Chlorprothixene,risk or severity of adverse effects
DB00333,DB01353,Methadone,Butethal,risk or severity of adverse effects
DB00333,DB01355,Methadone,Hexobarbital,risk or severity of adverse effects
DB00333,DB01433,Methadone,Methadyl Acetate,risk or severity of adverse effects
DB00333,DB01437,Methadone,Glutethimide,risk or severity of adverse effects
DB00333,DB01452,Methadone,Heroin,risk or severity of adverse effects
DB00333,DB01463,Methadone,Fencamfamine,risk or severity of adverse effects
DB00333,DB01545,Methadone,Ethyl loflazepate,risk or severity of adverse effects
DB00333,DB01563,Methadone,Chloral hydrate,risk or severity of adverse effects
DB00333,DB01580,Methadone,Oxprenolol,risk or severity of adverse effects
DB00333,DB01587,Methadone,Ketazolam,risk or severity of adverse effects
DB00333,DB01614,Methadone,Acepromazine,risk or severity of adverse effects
DB00333,DB01615,Methadone,Aceprometazine,risk or severity of adverse effects
DB00333,DB01618,Methadone,Molindone,risk or severity of adverse effects
DB00333,DB04842,Methadone,Fluspirilene,risk or severity of adverse effects
DB00333,DB06288,Methadone,Amisulpride,risk or severity of adverse effects
DB00333,DB06594,Methadone,Agomelatine,risk or severity of adverse effects
DB00333,DB06716,Methadone,Fospropofol,risk or severity of adverse effects
DB00333,DB06738,Methadone,Ketobemidone,risk or severity of adverse effects
DB00333,DB08922,Methadone,Perospirone,risk or severity of adverse effects
DB00333,DB08987,Methadone,Etidocaine,risk or severity of adverse effects
DB00333,DB09009,Methadone,Articaine,risk or severity of adverse effects
DB00333,DB09017,Methadone,Brotizolam,risk or severity of adverse effects
DB00333,DB09085,Methadone,Tetracaine,risk or severity of adverse effects
DB00333,DB09224,Methadone,Melperone,risk or severity of adverse effects
DB00333,DB09225,Methadone,Zotepine,risk or severity of adverse effects
DB00333,DB09286,Methadone,Pipamperone,risk or severity of adverse effects
DB00333,DB09342,Methadone,Propoxycaine,risk or severity of adverse effects
DB00333,DB09345,Methadone,Pramocaine,risk or severity of adverse effects
DB00333,DB11148,Methadone,Butamben,risk or severity of adverse effects
DB00333,DB11304,Methadone,Phenoxyethanol,risk or severity of adverse effects
DB00333,DB11609,Methadone,Normethadone,risk or severity of adverse effects
DB00333,DB12401,Methadone,Bromperidol,risk or severity of adverse effects
DB00333,DB12492,Methadone,Piritramide,risk or severity of adverse effects
DB00333,DB12710,Methadone,Perazine,risk or severity of adverse effects
DB00333,DB12867,Methadone,Benperidol,risk or severity of adverse effects
DB00333,DB13025,Methadone,Tiapride,risk or severity of adverse effects
DB00333,DB13116,Methadone,Norflurane,risk or severity of adverse effects
DB00333,DB13259,Methadone,Ethyl chloride,risk or severity of adverse effects
DB00333,DB13323,Methadone,Trichloroethylene,risk or severity of adverse effects
DB00333,DB00338,Methadone,Omeprazole,metabolism
DB00333,DB00736,Methadone,Esomeprazole,metabolism
DB00333,DB00745,Methadone,Modafinil,metabolism
DB00333,DB06413,Methadone,Armodafinil,metabolism
DB00333,DB09119,Methadone,Eslicarbazepine acetate,metabolism
DB00333,DB00549,Methadone,Zafirlukast,metabolism
DB00333,DB00678,Methadone,Losartan,metabolism
DB00333,DB01015,Methadone,Sulfamethoxazole,metabolism
DB00333,DB01029,Methadone,Irbesartan,metabolism
DB00333,DB00440,Methadone,Trimethoprim,metabolism
DB00333,DB01097,Methadone,Leflunomide,metabolism
DB00333,DB00398,Methadone,Sorafenib,metabolism
DB00333,DB08816,Methadone,Ticagrelor,metabolism
DB00333,DB05219,Methadone,Crisaborole,metabolism
DB00333,DB01685,Methadone,Topiroxostat,metabolism
DB00333,DB00758,Methadone,Clopidogrel,metabolism
DB00333,DB04572,Methadone,Thiotepa,metabolism
DB00333,DB09079,Methadone,Nintedanib,serum concentration
DB00333,DB00412,Methadone,Rosiglitazone,metabolism
DB00333,DB01132,Methadone,Pioglitazone,metabolism
DB00333,DB01259,Methadone,Lapatinib,metabolism
DB00333,DB01023,Methadone,Felodipine,metabolism
DB00333,DB01129,Methadone,Rabeprazole,metabolism
DB00333,DB00541,Methadone,Vincristine,excretion
DB00333,DB09000,Methadone,Cyamemazine,risk or severity of adverse effects
DB00333,DB01063,Methadone,Acetophenazine,risk or severity of adverse effects
DB00333,DB08880,Methadone,Teriflunomide,serum concentration
DB00333,DB04839,Methadone,Cyproterone acetate,serum concentration
DB00333,DB00484,Methadone,Brimonidine,central nervous system depressant (CNS depressant) activities
DB00333,DB00673,Methadone,Aprepitant,serum concentration
DB00333,DB00937,Methadone,Diethylpropion,analgesic activities
DB00333,DB01255,Methadone,Lisdexamfetamine,analgesic activities
DB00333,DB00865,Methadone,Benzphetamine,analgesic activities
DB00333,DB01365,Methadone,Mephentermine,analgesic activities
DB00333,DB09352,Methadone,Hydroxyamphetamine,analgesic activities
DB00333,DB11637,Methadone,Delamanid,QTc-prolonging activities
DB00333,DB01043,Methadone,Memantine,risk or severity of adverse effects
DB00333,DB00376,Methadone,Trihexyphenidyl,risk or severity of adverse effects
DB00333,DB00387,Methadone,Procyclidine,risk or severity of adverse effects
DB00333,DB00392,Methadone,Ethopropazine,risk or severity of adverse effects
DB00333,DB00572,Methadone,Atropine,risk or severity of adverse effects
DB00333,DB00747,Methadone,Scopolamine,risk or severity of adverse effects
DB00333,DB00809,Methadone,Tropicamide,risk or severity of adverse effects
DB00333,DB00810,Methadone,Biperiden,risk or severity of adverse effects
DB00333,DB00979,Methadone,Cyclopentolate,risk or severity of adverse effects
DB00333,DB00782,Methadone,Propantheline,risk or severity of adverse effects
DB00333,DB00804,Methadone,Dicyclomine,risk or severity of adverse effects
DB00333,DB08897,Methadone,Aclidinium,risk or severity of adverse effects
DB00333,DB00986,Methadone,Glycopyrronium,risk or severity of adverse effects
DB00333,DB01148,Methadone,Flavoxate,risk or severity of adverse effects
DB00333,DB00424,Methadone,Hyoscyamine,risk or severity of adverse effects
DB00333,DB00483,Methadone,Gallamine Triethiodide,risk or severity of adverse effects
DB00333,DB00517,Methadone,Anisotropine Methylbromide,risk or severity of adverse effects
DB00333,DB00657,Methadone,Mecamylamine,risk or severity of adverse effects
DB00333,DB00670,Methadone,Pirenzepine,risk or severity of adverse effects
DB00333,DB00732,Methadone,Atracurium besylate,risk or severity of adverse effects
DB00333,DB00940,Methadone,Methantheline,risk or severity of adverse effects
DB00333,DB00967,Methadone,Desloratadine,risk or severity of adverse effects
DB00333,DB01062,Methadone,Oxybutynin,risk or severity of adverse effects
DB00333,DB01090,Methadone,Pentolinium,risk or severity of adverse effects
DB00333,DB01116,Methadone,Trimethaphan,risk or severity of adverse effects
DB00333,DB01199,Methadone,Tubocurarine,risk or severity of adverse effects
DB00333,DB01337,Methadone,Pancuronium,risk or severity of adverse effects
DB00333,DB01338,Methadone,Pipecuronium,risk or severity of adverse effects
DB00333,DB01339,Methadone,Vecuronium,risk or severity of adverse effects
DB00333,DB01591,Methadone,Solifenacin,risk or severity of adverse effects
DB00333,DB09300,Methadone,Butylscopolamine,risk or severity of adverse effects
DB00333,DB12278,Methadone,Propiverine,risk or severity of adverse effects
DB00333,DB00340,Methadone,Metixene,risk or severity of adverse effects
DB00333,DB11181,Methadone,Homatropine,risk or severity of adverse effects
DB00333,DB00462,Methadone,Methylscopolamine bromide,risk or severity of adverse effects
DB00333,DB11315,Methadone,Methscopolamine,risk or severity of adverse effects
DB00333,DB00680,Methadone,Moricizine,hypotensive activities
DB00333,DB01246,Methadone,Alimemazine,hypotensive activities
DB00333,DB01608,Methadone,Propericiazine,hypotensive activities
DB00333,DB01622,Methadone,Thioproperazine,hypotensive activities
DB00333,DB00366,Methadone,Doxylamine,central nervous system depressant (CNS depressant) activities
DB00333,DB09128,Methadone,Brexpiprazole,serum concentration
DB00333,DB01254,Methadone,Dasatinib,serum concentration
DB00333,DB09290,Methadone,Ramosetron,constipating activities
DB00334,DB00679,Olanzapine,Thioridazine,serum concentration
DB00334,DB00439,Olanzapine,Cerivastatin,serum concentration
DB00334,DB00641,Olanzapine,Simvastatin,serum concentration
DB00334,DB01095,Olanzapine,Fluvastatin,serum concentration
DB00334,DB01098,Olanzapine,Rosuvastatin,serum concentration
DB00334,DB08860,Olanzapine,Pitavastatin,serum concentration
DB00334,DB00589,Olanzapine,Lisuride,risk or severity of adverse effects
DB00334,DB00696,Olanzapine,Ergotamine,risk or severity of adverse effects
DB00334,DB00699,Olanzapine,Nicergoline,risk or severity of adverse effects
DB00334,DB01253,Olanzapine,Ergonovine,risk or severity of adverse effects
DB00334,DB13345,Olanzapine,Dihydroergocristine,risk or severity of adverse effects
DB00334,DB00353,Olanzapine,Methylergometrine,risk or severity of adverse effects
DB00334,DB01186,Olanzapine,Pergolide,risk or severity of adverse effects
DB00334,DB01200,Olanzapine,Bromocriptine,risk or severity of adverse effects
DB00334,DB11273,Olanzapine,Dihydroergocornine,risk or severity of adverse effects
DB00334,DB01041,Olanzapine,Thalidomide,central nervous system depressant (CNS depressant) activities
DB00334,DB01076,Olanzapine,Atorvastatin,risk or severity of adverse effects
DB00334,DB12161,Olanzapine,Deutetrabenazine,risk or severity of adverse effects
DB00334,DB00404,Olanzapine,Alprazolam,risk or severity of adverse effects
DB00334,DB00475,Olanzapine,Chlordiazepoxide,risk or severity of adverse effects
DB00334,DB00628,Olanzapine,Clorazepate,risk or severity of adverse effects
DB00334,DB00683,Olanzapine,Midazolam,risk or severity of adverse effects
DB00334,DB00690,Olanzapine,Flurazepam,risk or severity of adverse effects
DB00334,DB00829,Olanzapine,Diazepam,risk or severity of adverse effects
DB00334,DB00842,Olanzapine,Oxazepam,risk or severity of adverse effects
DB00334,DB00897,Olanzapine,Triazolam,risk or severity of adverse effects
DB00334,DB01068,Olanzapine,Clonazepam,risk or severity of adverse effects
DB00334,DB01215,Olanzapine,Estazolam,risk or severity of adverse effects
DB00334,DB01558,Olanzapine,Bromazepam,risk or severity of adverse effects
DB00334,DB01595,Olanzapine,Nitrazepam,risk or severity of adverse effects
DB00334,DB00349,Olanzapine,Clobazam,risk or severity of adverse effects
DB00334,DB01489,Olanzapine,Camazepam,risk or severity of adverse effects
DB00334,DB01511,Olanzapine,Delorazepam,risk or severity of adverse effects
DB00334,DB01544,Olanzapine,Flunitrazepam,risk or severity of adverse effects
DB00334,DB01567,Olanzapine,Fludiazepam,risk or severity of adverse effects
DB00334,DB01588,Olanzapine,Prazepam,risk or severity of adverse effects
DB00334,DB09166,Olanzapine,Etizolam,risk or severity of adverse effects
DB00334,DB13872,Olanzapine,Lormetazepam,risk or severity of adverse effects
DB00334,DB14028,Olanzapine,Nordazepam,risk or severity of adverse effects
DB00334,DB01589,Olanzapine,Quazepam,risk or severity of adverse effects
DB00334,DB08881,Olanzapine,Vemurafenib,risk or severity of QTc prolongation
DB00334,DB06616,Olanzapine,Bosutinib,serum concentration
DB00334,DB06288,Olanzapine,Amisulpride,antipsychotic activities
DB00334,DB01233,Olanzapine,Metoclopramide,risk or severity of adverse effects
DB00334,DB00391,Olanzapine,Sulpiride,antipsychotic activities
DB00334,DB09053,Olanzapine,Ibrutinib,serum concentration
DB00334,DB06212,Olanzapine,Tolvaptan,serum concentration
DB00334,DB01254,Olanzapine,Dasatinib,absorption
DB00334,DB00705,Olanzapine,Delavirdine,absorption
DB00334,DB00346,Olanzapine,Alfuzosin,antihypertensive activities
DB00334,DB00457,Olanzapine,Prazosin,antihypertensive activities
DB00334,DB00590,Olanzapine,Doxazosin,antihypertensive activities
DB00334,DB00598,Olanzapine,Labetalol,antihypertensive activities
DB00334,DB00706,Olanzapine,Tamsulosin,antihypertensive activities
DB00334,DB01136,Olanzapine,Carvedilol,antihypertensive activities
DB00334,DB01162,Olanzapine,Terazosin,antihypertensive activities
DB00334,DB06207,Olanzapine,Silodosin,antihypertensive activities
DB00334,DB00797,Olanzapine,Tolazoline,antihypertensive activities
DB00334,DB00875,Olanzapine,Flupentixol,antihypertensive activities
DB00334,DB00925,Olanzapine,Phenoxybenzamine,antihypertensive activities
DB00334,DB00420,Olanzapine,Promazine,antihypertensive activities
DB00334,DB00656,Olanzapine,Trazodone,antihypertensive activities
DB00334,DB00734,Olanzapine,Risperidone,antihypertensive activities
DB00334,DB00777,Olanzapine,Propiomazine,antihypertensive activities
DB00334,DB00831,Olanzapine,Trifluoperazine,antihypertensive activities
DB00334,DB01149,Olanzapine,Nefazodone,antihypertensive activities
DB00334,DB04855,Olanzapine,Dronedarone,antihypertensive activities
DB00334,DB06216,Olanzapine,Asenapine,antihypertensive activities
DB00334,DB00622,Olanzapine,Nicardipine,antihypertensive activities
DB00334,DB01267,Olanzapine,Paliperidone,antihypertensive activities
DB00334,DB01224,Olanzapine,Quetiapine,antihypertensive activities
DB00334,DB00363,Olanzapine,Clozapine,antihypertensive activities
DB00334,DB01238,Olanzapine,Aripiprazole,antihypertensive activities
DB00334,DB01295,Olanzapine,Bevantolol,antihypertensive activities
DB00334,DB01624,Olanzapine,Zuclopenthixol,antihypertensive activities
DB00334,DB01142,Olanzapine,Doxepin,antihypertensive activities
DB00334,DB00458,Olanzapine,Imipramine,antihypertensive activities
DB00334,DB00540,Olanzapine,Nortriptyline,antihypertensive activities
DB00334,DB00543,Olanzapine,Amoxapine,antihypertensive activities
DB00334,DB01175,Olanzapine,Escitalopram,antihypertensive activities
DB00334,DB00726,Olanzapine,Trimipramine,antihypertensive activities
DB00334,DB00692,Olanzapine,Phentolamine,antihypertensive activities
DB00334,DB00477,Olanzapine,Chlorpromazine,antihypertensive activities
DB00334,DB01614,Olanzapine,Acepromazine,antihypertensive activities
DB00334,DB01622,Olanzapine,Thioproperazine,antihypertensive activities
DB00334,DB04946,Olanzapine,Iloperidone,antihypertensive activities
DB00334,DB00908,Olanzapine,Quinidine,antihypertensive activities
DB00334,DB00661,Olanzapine,Verapamil,antihypertensive activities
DB00334,DB06153,Olanzapine,Pizotifen,antihypertensive activities
DB00334,DB12278,Olanzapine,Propiverine,antihypertensive activities
