drug1_name,drug2_name,drug1_normalized,drug2_normalized,interaction_type
Fluconazole,Rifampicin,fluconazole,rifampicin,metabolism
Fluconazole,Alprazolam,fluconazole,alprazolam,metabolism
Fluconazole,Naproxen,fluconazole,naproxen,metabolism
Fluconazole,Piroxicam,fluconazole,piroxicam,metabolism
Fluconazole,Cinnarizine,fluconazole,cinnarizine,metabolism
Fluconazole,Lornoxicam,fluconazole,lornoxicam,metabolism
Fluconazole,Leflunomide,fluconazole,leflunomide,metabolism
Fluconazole,Donepezil,fluconazole,donepezil,metabolism
Fluconazole,Buprenorphine,fluconazole,buprenorphine,metabolism
Fluconazole,Caffeine,fluconazole,caffeine,metabolism
Fluconazole,Ketoprofen,fluconazole,ketoprofen,metabolism
Fluconazole,Aceclofenac,fluconazole,aceclofenac,metabolism
Fluconazole,Bupropion,fluconazole,bupropion,metabolism
Fluconazole,Epoprostenol,fluconazole,epoprostenol,metabolism
Fluconazole,Lidocaine,fluconazole,lidocaine,metabolism
Fluconazole,Loratadine,fluconazole,loratadine,metabolism
Fluconazole,Mirtazapine,fluconazole,mirtazapine,metabolism
Fluconazole,Ondansetron,fluconazole,ondansetron,metabolism
Fluconazole,Pioglitazone,fluconazole,pioglitazone,metabolism
Fluconazole,Theophylline,fluconazole,theophylline,metabolism
Fluconazole,Tretinoin,fluconazole,tretinoin,metabolism
Fluconazole,Vismodegib,fluconazole,vismodegib,metabolism
Fluconazole,Treprostinil,fluconazole,treprostinil,metabolism
Fluconazole,Dapagliflozin,fluconazole,dapagliflozin,metabolism
Fluconazole,Diclofenac,fluconazole,diclofenac,serum concentration
Fluconazole,Glipizide,fluconazole,glipizide,serum concentration
Fluconazole,Gliclazide,fluconazole,gliclazide,serum concentration
Fluconazole,Glimepiride,fluconazole,glimepiride,serum concentration
Fluconazole,Dabigatran etexilate,fluconazole,dabigatran etexilate,serum concentration of active metabolites
Fluconazole,Ledipasvir,fluconazole,ledipasvir,serum concentration
Fluconazole,Bosentan,fluconazole,bosentan,serum concentration
Fluconazole,Carvedilol,fluconazole,carvedilol,serum concentration
Fluconazole,Pantoprazole,fluconazole,pantoprazole,serum concentration
Fluconazole,Omeprazole,fluconazole,omeprazole,serum concentration
Fluconazole,Lansoprazole,fluconazole,lansoprazole,serum concentration
Fluconazole,Rabeprazole,fluconazole,rabeprazole,serum concentration
Fluconazole,Lacosamide,fluconazole,lacosamide,serum concentration
Fluconazole,Ramelteon,fluconazole,ramelteon,serum concentration
Fluconazole,Amphotericin B,fluconazole,amphotericin b,therapeutic efficacy
Fluconazole,Apixaban,fluconazole,apixaban,serum concentration
Fluconazole,Aripiprazole,fluconazole,aripiprazole,serum concentration
Fluconazole,Atorvastatin,fluconazole,atorvastatin,serum concentration
Fluconazole,Busulfan,fluconazole,busulfan,serum concentration
Fluconazole,Carbamazepine,fluconazole,carbamazepine,serum concentration
Fluconazole,Moxifloxacin,fluconazole,moxifloxacin,QTc-prolonging activities
Fluconazole,Ciprofloxacin,fluconazole,ciprofloxacin,QTc-prolonging activities
Fluconazole,Levofloxacin,fluconazole,levofloxacin,QTc-prolonging activities
Fluconazole,Ofloxacin,fluconazole,ofloxacin,QTc-prolonging activities
Fluconazole,Imatinib,fluconazole,imatinib,serum concentration
Fluconazole,Etonogestrel,fluconazole,etonogestrel,metabolism
Fluconazole,Gefitinib,fluconazole,gefitinib,metabolism
Fluconazole,Alfuzosin,fluconazole,alfuzosin,metabolism
Fluconazole,Sorafenib,fluconazole,sorafenib,metabolism
Fluconazole,Darifenacin,fluconazole,darifenacin,metabolism
Fluconazole,Albendazole,fluconazole,albendazole,metabolism
Fluconazole,Erlotinib,fluconazole,erlotinib,metabolism
Fluconazole,Vincristine,fluconazole,vincristine,metabolism
Fluconazole,Enalapril,fluconazole,enalapril,metabolism
Fluconazole,Efavirenz,fluconazole,efavirenz,metabolism
Fluconazole,Mebendazole,fluconazole,mebendazole,metabolism
Fluconazole,Midazolam,fluconazole,midazolam,metabolism
Fluconazole,Ergotamine,fluconazole,ergotamine,metabolism
Fluconazole,Hydrocortisone,fluconazole,hydrocortisone,metabolism
Fluconazole,Modafinil,fluconazole,modafinil,metabolism
Fluconazole,Irinotecan,fluconazole,irinotecan,metabolism
Fluconazole,Etoposide,fluconazole,etoposide,metabolism
Fluconazole,Roxithromycin,fluconazole,roxithromycin,metabolism
Fluconazole,Prednisolone,fluconazole,prednisolone,metabolism
Fluconazole,Isosorbide Dinitrate,fluconazole,isosorbide dinitrate,metabolism
Fluconazole,Granisetron,fluconazole,granisetron,metabolism
Fluconazole,Zonisamide,fluconazole,zonisamide,metabolism
Fluconazole,Paricalcitol,fluconazole,paricalcitol,metabolism
Fluconazole,Methylprednisolone,fluconazole,methylprednisolone,metabolism
Fluconazole,Exemestane,fluconazole,exemestane,metabolism
Fluconazole,Doxorubicin,fluconazole,doxorubicin,metabolism
Fluconazole,Levobupivacaine,fluconazole,levobupivacaine,metabolism
Fluconazole,Letrozole,fluconazole,letrozole,metabolism
Fluconazole,Isosorbide Mononitrate,fluconazole,isosorbide mononitrate,metabolism
Fluconazole,Ketoconazole,fluconazole,ketoconazole,metabolism
Fluconazole,Nitrendipine,fluconazole,nitrendipine,metabolism
Fluconazole,Dutasteride,fluconazole,dutasteride,metabolism
Fluconazole,Itraconazole,fluconazole,itraconazole,metabolism
Fluconazole,Clindamycin,fluconazole,clindamycin,metabolism
Fluconazole,Finasteride,fluconazole,finasteride,metabolism
Fluconazole,Gemfibrozil,fluconazole,gemfibrozil,metabolism
Fluconazole,Dasatinib,fluconazole,dasatinib,metabolism
Fluconazole,Sitagliptin,fluconazole,sitagliptin,metabolism
Fluconazole,Darunavir,fluconazole,darunavir,metabolism
Fluconazole,Fosamprenavir,fluconazole,fosamprenavir,metabolism
Fluconazole,Palonosetron,fluconazole,palonosetron,metabolism
Fluconazole,Sertindole,fluconazole,sertindole,metabolism
Fluconazole,Udenafil,fluconazole,udenafil,metabolism
Fluconazole,Risperidone,fluconazole,risperidone,metabolism
Fluconazole,Miconazole,fluconazole,miconazole,metabolism
Fluconazole,Trazodone,fluconazole,trazodone,metabolism
Fluconazole,Mianserin,fluconazole,mianserin,metabolism
Fluconazole,Bisoprolol,fluconazole,bisoprolol,metabolism
Fluconazole,Levonorgestrel,fluconazole,levonorgestrel,metabolism
Fluconazole,Repaglinide,fluconazole,repaglinide,metabolism
Fluconazole,Tamsulosin,fluconazole,tamsulosin,metabolism
Fluconazole,Tetracycline,fluconazole,tetracycline,metabolism
Fluconazole,Ambroxol,fluconazole,ambroxol,metabolism
Fluconazole,Aminophylline,fluconazole,aminophylline,metabolism
Fluconazole,Argatroban,fluconazole,argatroban,metabolism
Fluconazole,Azithromycin,fluconazole,azithromycin,metabolism
Fluconazole,Chlorzoxazone,fluconazole,chlorzoxazone,metabolism
Fluconazole,Cytarabine,fluconazole,cytarabine,metabolism
Fluconazole,Digoxin,fluconazole,digoxin,metabolism
Fluconazole,Disulfiram,fluconazole,disulfiram,metabolism
Fluconazole,Famciclovir,fluconazole,famciclovir,metabolism
Fluconazole,Fulvestrant,fluconazole,fulvestrant,metabolism
Fluconazole,Ivermectin,fluconazole,ivermectin,metabolism
Fluconazole,Methoxsalen,fluconazole,methoxsalen,metabolism
Fluconazole,Morphine,fluconazole,morphine,metabolism
Fluconazole,Naloxone,fluconazole,naloxone,metabolism
Fluconazole,Nitrazepam,fluconazole,nitrazepam,metabolism
Fluconazole,Olopatadine,fluconazole,olopatadine,metabolism
Fluconazole,Permethrin,fluconazole,permethrin,metabolism
Fluconazole,Pilocarpine,fluconazole,pilocarpine,metabolism
Fluconazole,Raloxifene,fluconazole,raloxifene,metabolism
Fluconazole,Sevoflurane,fluconazole,sevoflurane,metabolism
Fluconazole,Indapamide,fluconazole,indapamide,metabolism
Fluconazole,Triamcinolone,fluconazole,triamcinolone,metabolism
Fluconazole,Fingolimod,fluconazole,fingolimod,metabolism
Fluconazole,Mirabegron,fluconazole,mirabegron,metabolism
Fluconazole,Regorafenib,fluconazole,regorafenib,metabolism
Fluconazole,Ponatinib,fluconazole,ponatinib,metabolism
Fluconazole,Pomalidomide,fluconazole,pomalidomide,metabolism
Fluconazole,Apremilast,fluconazole,apremilast,metabolism
Fluconazole,Elvitegravir,fluconazole,elvitegravir,metabolism
Fluconazole,Levocetirizine,fluconazole,levocetirizine,metabolism
Fluconazole,Riociguat,fluconazole,riociguat,metabolism
Fluconazole,Paritaprevir,fluconazole,paritaprevir,metabolism
Fluconazole,Norgestrel,fluconazole,norgestrel,metabolism
Fluconazole,Velpatasvir,fluconazole,velpatasvir,metabolism
Fluconazole,Dienogest,fluconazole,dienogest,metabolism
Fluconazole,Ritonavir,fluconazole,ritonavir,metabolism
Fluconazole,Midostaurin,fluconazole,midostaurin,metabolism
Fluconazole,Brigatinib,fluconazole,brigatinib,metabolism
Fluconazole,Lacidipine,fluconazole,lacidipine,metabolism
Fluconazole,Losartan,fluconazole,losartan,serum concentration
Fluconazole,Lovastatin,fluconazole,lovastatin,serum concentration
Fluconazole,Nevirapine,fluconazole,nevirapine,serum concentration
Fluconazole,Pimecrolimus,fluconazole,pimecrolimus,metabolism
Fluconazole,Propafenone,fluconazole,propafenone,serum concentration
Fluconazole,Zuclopenthixol,fluconazole,zuclopenthixol,serum concentration
Fluconazole,Salmeterol,fluconazole,salmeterol,serum concentration
Fluconazole,Sildenafil,fluconazole,sildenafil,serum concentration
Fluconazole,Sucralfate,fluconazole,sucralfate,absorption
Fluconazole,Simvastatin,fluconazole,simvastatin,serum concentration
Fluconazole,Tadalafil,fluconazole,tadalafil,serum concentration
Fluconazole,Zidovudine,fluconazole,zidovudine,metabolism
Fluconazole,Nintedanib,fluconazole,nintedanib,serum concentration
Fluconazole,Benidipine,fluconazole,benidipine,therapeutic efficacy
Fluconazole,Lamotrigine,fluconazole,lamotrigine,therapeutic efficacy
Fluconazole,Gabapentin,fluconazole,gabapentin,therapeutic efficacy
Fluconazole,Pinaverium,fluconazole,pinaverium,therapeutic efficacy
Fluconazole,Manidipine,fluconazole,manidipine,therapeutic efficacy
Fluconazole,Magnesium sulfate,fluconazole,magnesium sulfate,therapeutic efficacy
Fluconazole,Nimesulide,fluconazole,nimesulide,therapeutic efficacy
Fluconazole,Levetiracetam,fluconazole,levetiracetam,therapeutic efficacy
Fluconazole,Trimebutine,fluconazole,trimebutine,therapeutic efficacy
Fluconazole,Delamanid,fluconazole,delamanid,QTc-prolonging activities
Caffeine,Lovastatin,caffeine,lovastatin,serum concentration
Caffeine,Simvastatin,caffeine,simvastatin,serum concentration
Caffeine,Rosuvastatin,caffeine,rosuvastatin,serum concentration
Caffeine,Ergotamine,caffeine,ergotamine,risk or severity of adverse effects
Caffeine,Methylergometrine,caffeine,methylergometrine,risk or severity of adverse effects
Caffeine,Atorvastatin,caffeine,atorvastatin,risk or severity of adverse effects
Caffeine,Pazopanib,caffeine,pazopanib,serum concentration
Caffeine,Silodosin,caffeine,silodosin,serum concentration
Caffeine,Topotecan,caffeine,topotecan,serum concentration
Caffeine,Ibrutinib,caffeine,ibrutinib,serum concentration
Caffeine,Tolvaptan,caffeine,tolvaptan,serum concentration
Caffeine,Fusidic Acid,caffeine,fusidic acid,serum concentration
Caffeine,Bosutinib,caffeine,bosutinib,serum concentration
Caffeine,Doxorubicin,caffeine,doxorubicin,serum concentration
Caffeine,Vemurafenib,caffeine,vemurafenib,serum concentration
Caffeine,Nevirapine,caffeine,nevirapine,metabolism
Caffeine,Rifabutin,caffeine,rifabutin,metabolism
Caffeine,Rifampicin,caffeine,rifampicin,metabolism
Caffeine,Carbamazepine,caffeine,carbamazepine,metabolism
Caffeine,Phenytoin,caffeine,phenytoin,metabolism
Caffeine,Ketoconazole,caffeine,ketoconazole,metabolism
Caffeine,Itraconazole,caffeine,itraconazole,metabolism
Caffeine,Clarithromycin,caffeine,clarithromycin,metabolism
Caffeine,Lopinavir,caffeine,lopinavir,metabolism
Caffeine,Amiodarone,caffeine,amiodarone,metabolism
Caffeine,Midostaurin,caffeine,midostaurin,metabolism
Caffeine,Ritonavir,caffeine,ritonavir,metabolism
Caffeine,Paroxetine,caffeine,paroxetine,metabolism
Caffeine,Terbinafine,caffeine,terbinafine,metabolism
Caffeine,Bupropion,caffeine,bupropion,metabolism
Caffeine,Fluoxetine,caffeine,fluoxetine,metabolism
Caffeine,Gemfibrozil,caffeine,gemfibrozil,metabolism
Caffeine,Capecitabine,caffeine,capecitabine,metabolism
Caffeine,Everolimus,caffeine,everolimus,serum concentration
Caffeine,Colchicine,caffeine,colchicine,serum concentration
Caffeine,Dabigatran etexilate,caffeine,dabigatran etexilate,serum concentration of active metabolites
Caffeine,Deferasirox,caffeine,deferasirox,serum concentration
Caffeine,Ledipasvir,caffeine,ledipasvir,serum concentration
Caffeine,Bosentan,caffeine,bosentan,serum concentration
Caffeine,Diltiazem,caffeine,diltiazem,metabolism
Caffeine,Imatinib,caffeine,imatinib,metabolism
Caffeine,Fosamprenavir,caffeine,fosamprenavir,metabolism
Caffeine,Sildenafil,caffeine,sildenafil,metabolism
Caffeine,Verapamil,caffeine,verapamil,metabolism
Caffeine,Nilotinib,caffeine,nilotinib,metabolism
Caffeine,Atomoxetine,caffeine,atomoxetine,metabolism
Caffeine,Clemastine,caffeine,clemastine,metabolism
Caffeine,Doxycycline,caffeine,doxycycline,metabolism
Caffeine,Olaparib,caffeine,olaparib,metabolism
Caffeine,Theophylline,caffeine,theophylline,metabolism
Caffeine,Lidocaine,caffeine,lidocaine,metabolism
Caffeine,Zolmitriptan,caffeine,zolmitriptan,metabolism
Caffeine,Olanzapine,caffeine,olanzapine,metabolism
Caffeine,Clozapine,caffeine,clozapine,metabolism
Caffeine,Mirtazapine,caffeine,mirtazapine,metabolism
Caffeine,Haloperidol,caffeine,haloperidol,metabolism
Caffeine,Propranolol,caffeine,propranolol,metabolism
Caffeine,Warfarin,caffeine,warfarin,metabolism
Caffeine,Estradiol,caffeine,estradiol,metabolism
Caffeine,Diazepam,caffeine,diazepam,metabolism
Caffeine,Ranitidine,caffeine,ranitidine,metabolism
Caffeine,Ondansetron,caffeine,ondansetron,metabolism
Caffeine,Ramelteon,caffeine,ramelteon,metabolism
Caffeine,Frovatriptan,caffeine,frovatriptan,metabolism
Caffeine,Levobupivacaine,caffeine,levobupivacaine,metabolism
Caffeine,Leflunomide,caffeine,leflunomide,metabolism
Caffeine,Propafenone,caffeine,propafenone,metabolism
Caffeine,Rasagiline,caffeine,rasagiline,metabolism
Caffeine,Pantoprazole,caffeine,pantoprazole,metabolism
Caffeine,Chlorzoxazone,caffeine,chlorzoxazone,metabolism
Caffeine,Diclofenac,caffeine,diclofenac,metabolism
Caffeine,Palonosetron,caffeine,palonosetron,metabolism
Caffeine,Melatonin,caffeine,melatonin,metabolism
Caffeine,Nifedipine,caffeine,nifedipine,metabolism
Caffeine,Thalidomide,caffeine,thalidomide,metabolism
Caffeine,Zolpidem,caffeine,zolpidem,metabolism
Caffeine,Tamoxifen,caffeine,tamoxifen,metabolism
Caffeine,Cinnarizine,caffeine,cinnarizine,metabolism
Caffeine,Diphenhydramine,caffeine,diphenhydramine,metabolism
Caffeine,Naproxen,caffeine,naproxen,metabolism
Caffeine,Omeprazole,caffeine,omeprazole,metabolism
Caffeine,Aminophylline,caffeine,aminophylline,metabolism
Caffeine,Trifluoperazine,caffeine,trifluoperazine,metabolism
Caffeine,Clopidogrel,caffeine,clopidogrel,metabolism
Caffeine,Carvedilol,caffeine,carvedilol,metabolism
Caffeine,Albendazole,caffeine,albendazole,metabolism
Caffeine,Desipramine,caffeine,desipramine,metabolism
Caffeine,Dinoprostone,caffeine,dinoprostone,metabolism
Caffeine,Domperidone,caffeine,domperidone,metabolism
Caffeine,Etoposide,caffeine,etoposide,metabolism
Caffeine,Mianserin,caffeine,mianserin,metabolism
Caffeine,Oxaliplatin,caffeine,oxaliplatin,metabolism
Caffeine,Pentoxifylline,caffeine,pentoxifylline,metabolism
Caffeine,Progesterone,caffeine,progesterone,metabolism
Caffeine,Propofol,caffeine,propofol,metabolism
Caffeine,Sertraline,caffeine,sertraline,metabolism
Caffeine,Erlotinib,caffeine,erlotinib,metabolism
Caffeine,Cilostazol,caffeine,cilostazol,metabolism
Caffeine,Eltrombopag,caffeine,eltrombopag,metabolism
Caffeine,Rizatriptan,caffeine,rizatriptan,metabolism
Caffeine,Apixaban,caffeine,apixaban,metabolism
Caffeine,Pomalidomide,caffeine,pomalidomide,metabolism
Caffeine,Dapagliflozin,caffeine,dapagliflozin,metabolism
Caffeine,Citalopram,caffeine,citalopram,metabolism
Caffeine,Tenofovir disoproxil,caffeine,tenofovir disoproxil,metabolism
Caffeine,Azithromycin,caffeine,azithromycin,metabolism
Caffeine,Metoprolol,caffeine,metoprolol,metabolism
Caffeine,Darifenacin,caffeine,darifenacin,metabolism
Caffeine,Celecoxib,caffeine,celecoxib,metabolism
Caffeine,Mirabegron,caffeine,mirabegron,metabolism
Caffeine,Manidipine,caffeine,manidipine,metabolism
Caffeine,Zafirlukast,caffeine,zafirlukast,metabolism
Caffeine,Losartan,caffeine,losartan,metabolism
Caffeine,Irbesartan,caffeine,irbesartan,metabolism
Caffeine,Valproic Acid,caffeine,valproic acid,metabolism
Caffeine,Efavirenz,caffeine,efavirenz,metabolism
Caffeine,Sorafenib,caffeine,sorafenib,metabolism
Caffeine,Nintedanib,caffeine,nintedanib,serum concentration
Caffeine,Darunavir,caffeine,darunavir,serum concentration
Caffeine,Pioglitazone,caffeine,pioglitazone,metabolism
Caffeine,Rabeprazole,caffeine,rabeprazole,metabolism
Caffeine,Vincristine,caffeine,vincristine,excretion
Caffeine,Formoterol,caffeine,formoterol,risk or severity of adverse effects
Caffeine,Aprepitant,caffeine,aprepitant,serum concentration
Caffeine,Agomelatine,caffeine,agomelatine,serum concentration
Caffeine,Dasatinib,caffeine,dasatinib,serum concentration
Sildenafil,Lovastatin,sildenafil,lovastatin,serum concentration
Sildenafil,Simvastatin,sildenafil,simvastatin,serum concentration
Sildenafil,Rosuvastatin,sildenafil,rosuvastatin,serum concentration
Sildenafil,Ergotamine,sildenafil,ergotamine,risk or severity of adverse effects
Sildenafil,Methylergometrine,sildenafil,methylergometrine,risk or severity of adverse effects
Sildenafil,Atorvastatin,sildenafil,atorvastatin,risk or severity of adverse effects
Sildenafil,Isosorbide Dinitrate,sildenafil,isosorbide dinitrate,vasodilatory activities
Sildenafil,Isosorbide Mononitrate,sildenafil,isosorbide mononitrate,vasodilatory activities
Sildenafil,Bosutinib,sildenafil,bosutinib,serum concentration
Sildenafil,Domperidone,sildenafil,domperidone,serum concentration
Sildenafil,Ibrutinib,sildenafil,ibrutinib,serum concentration
